exp_id,csv_filename,eval_mode,train_acc,test_acc,batch_size,total_time_sec,mbm_type,mbm_r,mbm_n_head,mbm_learnable_q,student_ep10_acc,student_ep10_loss,student_ep11_acc,student_ep11_loss,student_ep12_acc,student_ep12_loss,student_ep13_acc,student_ep13_loss,student_ep14_acc,student_ep14_loss,student_ep15_acc,student_ep15_loss,student_ep1_acc,student_ep1_loss,student_ep2_acc,student_ep2_loss,student_ep3_acc,student_ep3_loss,student_ep4_acc,student_ep4_loss,student_ep5_acc,student_ep5_loss,student_ep6_acc,student_ep6_loss,student_ep7_acc,student_ep7_loss,student_ep8_acc,student_ep8_loss,student_ep9_acc,student_ep9_loss,student_epochs_per_stage,student_epochs_schedule,teacher_ep3_loss,teacher_ep3_synAcc
res152_effi_l2,summary.csv,,,,128,7176.79,ib_mbm,None,1,False,82.54,0.25,82.33,0.25,82.36,0.25,82.23,0.25,82.52,0.23,82.18,0.25,82.28,0.25,82.38,0.22,82.35,0.23,82.59,0.23,82.28,0.22,82.51,0.25,82.36,0.24,82.49,0.22,82.37,0.25,15,"[30, 6, 4, 4]",0.05,83.32
