exp_id,csv_filename,total_time_sec,final_student_acc,num_classes,batch_size,ce_alpha,kd_alpha,use_ib,ib_beta,ib_epochs_per_stage,use_cccp,optimizer,student_lr,student_weight_decay,student_ep10_acc,student_ep10_loss,student_ep11_acc,student_ep11_loss,student_ep12_acc,student_ep12_loss,student_ep13_acc,student_ep13_loss,student_ep14_acc,student_ep14_loss,student_ep15_acc,student_ep15_loss,student_ep1_acc,student_ep1_loss,student_ep2_acc,student_ep2_loss,student_ep3_acc,student_ep3_loss,student_ep4_acc,student_ep4_loss,student_ep5_acc,student_ep5_loss,student_ep6_acc,student_ep6_loss,student_ep7_acc,student_ep7_loss,student_ep8_acc,student_ep8_loss,student_ep9_acc,student_ep9_loss,student_epochs_per_stage,student_epochs_schedule
sota_scenario_a,summary.csv,2533.97,65.30,100,,0.65,0.35,0,0.01,5,0,adamw,0.00,0.00,65.08,0.82,64.88,0.82,64.87,0.82,65.12,0.82,65.30,0.83,65.14,0.84,54.05,0.95,58.04,0.92,61.48,0.92,61.25,0.89,63.03,0.89,63.42,0.87,63.10,0.85,64.21,0.84,64.57,0.83,"[15, 15]","[15, 15]"
