exp_id,csv_filename,total_time_sec,final_student_acc,num_classes,batch_size,ce_alpha,kd_alpha,use_ib,ib_beta,ib_epochs_per_stage,use_cccp,optimizer,student_lr,student_weight_decay,student_ep10_acc,student_ep10_loss,student_ep11_acc,student_ep11_loss,student_ep12_acc,student_ep12_loss,student_ep13_acc,student_ep13_loss,student_ep14_acc,student_ep14_loss,student_ep15_acc,student_ep15_loss,student_ep16_acc,student_ep16_loss,student_ep17_acc,student_ep17_loss,student_ep18_acc,student_ep18_loss,student_ep19_acc,student_ep19_loss,student_ep1_acc,student_ep1_loss,student_ep20_acc,student_ep20_loss,student_ep2_acc,student_ep2_loss,student_ep3_acc,student_ep3_loss,student_ep4_acc,student_ep4_loss,student_ep5_acc,student_ep5_loss,student_ep6_acc,student_ep6_loss,student_ep7_acc,student_ep7_loss,student_ep8_acc,student_ep8_loss,student_ep9_acc,student_ep9_loss,student_epochs_per_stage,student_epochs_schedule
L0_baseline,summary.csv,3228.54,67.05,100,,1.00,0.00,0,0.01,0,0,adamw,0.00,0.00,65.81,0.91,65.97,0.87,66.01,0.85,66.26,0.82,66.55,0.79,66.50,0.78,66.71,0.76,66.86,0.75,66.92,0.75,66.71,0.74,61.73,1.35,67.05,0.73,62.98,1.29,63.69,1.23,63.86,1.17,64.02,1.12,64.67,1.07,64.99,1.03,65.64,0.98,65.45,0.95,"[20, 20]","[20, 20]"
