exp_id,csv_filename,eval_mode,train_acc,test_acc,batch_size,total_time_sec,mbm_type,mbm_r,mbm_n_head,mbm_learnable_q,student_ep10_acc,student_ep10_loss,student_ep11_acc,student_ep11_loss,student_ep12_acc,student_ep12_loss,student_ep13_acc,student_ep13_loss,student_ep14_acc,student_ep14_loss,student_ep15_acc,student_ep15_loss,student_ep1_acc,student_ep1_loss,student_ep2_acc,student_ep2_loss,student_ep3_acc,student_ep3_loss,student_ep4_acc,student_ep4_loss,student_ep5_acc,student_ep5_loss,student_ep6_acc,student_ep6_loss,student_ep7_acc,student_ep7_loss,student_ep8_acc,student_ep8_loss,student_ep9_acc,student_ep9_loss,student_epochs_per_stage,student_epochs_schedule,teacher_ep1_loss,teacher_ep1_synAcc
res152_convnext_effi,summary.csv,,,,64,8214.94,ib_mbm,None,8,False,74.11,0.64,74.26,0.62,74.14,0.63,74.05,0.62,74.30,0.63,74.10,0.63,74.24,0.63,74.40,0.62,73.99,0.63,74.03,0.62,74.16,0.62,74.15,0.62,74.10,0.63,74.04,0.64,73.88,0.64,15,"[1, 1, 1, 1]",0.22,0.87
