exp_id,csv_filename,total_time_sec,final_student_acc,num_classes,batch_size,ce_alpha,kd_alpha,use_ib,ib_beta,ib_epochs_per_stage,use_cccp,optimizer,student_lr,student_weight_decay,student_ep1_acc,student_ep1_loss,student_ep2_acc,student_ep2_loss,student_ep3_acc,student_ep3_loss,student_epochs_per_stage,student_epochs_schedule
L2_kd_only,summary.csv,254.95,24.74,100,,0.75,0.25,0,0.00,8,0,adamw,0.00,0.00,8.41,3.38,16.41,3.28,24.74,3.48,[3],[3]
